"ID";"UserID";"PeerID";"Messages";"AdvisorStatus";"ConversationStatus";"CreatedAt";"UpdatedAt"
11;2;1;"[{""message"": ""Test"", ""senderID"": 1, ""createdAt"": 1616875466400, ""botSuggestions"": []}, {""message"": ""i have a test tomorrow that i am going to test. it is a test to see if my test is good or not."", ""senderID"": 2, ""createdAt"": 1616875473593, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": []}, {""message"": ""what kind of test are you going to take? i'm sure you'll do great!"", ""senderID"": 1, ""createdAt"": 1616875486163, ""botSuggestions"": []}]";"[]";"[]";"2021-03-27 20:05:12";"2021-03-27 20:05:12"
12;7;0;"[]";"[{""Status"": ""up"", ""CreatedAt"": 1616879357890}]";"[]";"2021-03-27 21:09:38";"2021-03-27 21:09:38"
13;1;7;"[{""message"": ""Hello friends"", ""senderID"": 7, ""createdAt"": 1616879062627, ""botSuggestions"": []}, {""message"": ""Hi there"", ""senderID"": 1, ""createdAt"": 1616879069949, ""nameOfBot"": ""DialoGPT"", ""botSuggestions"": [{""reply"": ""hello, how are you today? i just got back from a nice walk in the park."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""Chai pilo"", ""senderID"": 7, ""createdAt"": 1616879073247, ""botSuggestions"": [{""reply"": ""hello, how are you today? i just got back from a nice walk in the park."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""Hiya!"", ""senderID"": 7, ""createdAt"": 1616879083946, ""botSuggestions"": [{""reply"": ""Chai pilo"", ""bot_name"": ""DialoGPT""}]}, {""message"": ""hello, how are you today? i just got back from a long day at the office."", ""senderID"": 7, ""createdAt"": 1616879099137, ""botSuggestions"": [{""reply"": ""Hiya!"", ""bot_name"": ""DialoGPT""}, {""reply"": ""have you ever heard of chai pilo? she's an american singer and songwriter."", ""bot_name"": ""Blenderbot""}, {""reply"": ""hello, how are you today? i just got back from a long day at the office."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""i'm doing well. i just got back from a long day at work as well."", ""senderID"": 1, ""createdAt"": 1616879111696, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": []}, {""message"": ""Good to hear."", ""senderID"": 7, ""createdAt"": 1616879128386, ""botSuggestions"": []}, {""message"": ""Have you seen the tv show friends?"", ""senderID"": 1, ""createdAt"": 1616879149264, ""botSuggestions"": []}, {""message"": ""that's good to hear. what do you do for a living, if you don't mind me asking?"", ""senderID"": 7, ""createdAt"": 1616879167722, ""botSuggestions"": []}, {""message"": ""I work as on a research project for a military project"", ""senderID"": 1, ""createdAt"": 1616879203005, ""botSuggestions"": [{""reply"": ""I work for a company that makes software for the military."", ""bot_name"": ""DialoGPT""}, {""reply"": ""i'm a stay at home mom. it's hard work, but it pays the bills."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""i'm a stay at home mom. it's hard work, but it pays the bills."", ""senderID"": 1, ""createdAt"": 1616879268365, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": []}, {""message"": ""Hi"", ""senderID"": 7, ""createdAt"": 1616879319054, ""botSuggestions"": []}, {""message"": ""hi"", ""senderID"": 7, ""createdAt"": 1616879323777, ""botSuggestions"": [{""reply"": ""Hiya"", ""bot_name"": ""DialoGPT""}, {""reply"": ""hi, how are you today? i just got back from a long day at the office."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""hi"", ""senderID"": 7, ""createdAt"": 1616879325653, ""botSuggestions"": [{""reply"": ""hi"", ""bot_name"": ""DialoGPT""}]}, {""message"": ""Hello"", ""senderID"": 1, ""createdAt"": 1616879330069, ""botSuggestions"": [{""reply"": ""hi, how are you today? i just got back from a long day at the office."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""I am really depressed about job search"", ""senderID"": 1, ""createdAt"": 1616879352735, ""botSuggestions"": []}]";"[]";"[]";"2021-03-27 21:09:49";"2021-03-27 21:09:49"
14;1;7;"[{""message"": ""Hello"", ""senderID"": 1, ""createdAt"": 1616879403957, ""botSuggestions"": []}, {""message"": ""Hey partner"", ""senderID"": 7, ""createdAt"": 1616879411106, ""botSuggestions"": []}, {""message"": ""hi"", ""senderID"": 7, ""createdAt"": 1616879415378, ""botSuggestions"": [{""reply"": ""Hey buddy"", ""bot_name"": ""DialoGPT""}]}, {""message"": ""hi, how are you doing today? i just got back from a long day at work."", ""senderID"": 1, ""createdAt"": 1616879426202, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": [{""reply"": ""hi, how are you today? i just got back from a long day at the office."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""Do you watch tarak mehta"", ""senderID"": 7, ""createdAt"": 1616879431234, ""botSuggestions"": [{""reply"": ""hi, how are you today? i just got back from a long day at the office."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""i've never heard of tarak mehta. i'll have to check it out."", ""senderID"": 1, ""createdAt"": 1616879457619, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": []}, {""message"": ""Hi"", ""senderID"": 7, ""createdAt"": 1616879505038, ""botSuggestions"": []}, {""message"": ""Hiya"", ""senderID"": 1, ""createdAt"": 1616879512695, ""nameOfBot"": ""DialoGPT"", ""botSuggestions"": [{""reply"": ""hi, how are you today? i just got back from a long day at the office."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""Hello tejas"", ""senderID"": 7, ""createdAt"": 1616879522280, ""botSuggestions"": [{""reply"": ""hi, how are you today? i just got back from a long day at the office."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""how are you?"", ""senderID"": 7, ""createdAt"": 1616879528542, ""botSuggestions"": [{""reply"": ""Hi! :D"", ""bot_name"": ""DialoGPT""}]}, {""message"": ""i cant see your texts"", ""senderID"": 7, ""createdAt"": 1616879537881, ""botSuggestions"": []}, {""message"": ""I'm good how are you?"", ""senderID"": 1, ""createdAt"": 1616879538639, ""botSuggestions"": [{""reply"": ""I'm good, you?"", ""bot_name"": ""DialoGPT""}, {""reply"": ""hello, how are you today? i just got back from a long day at the office."", ""bot_name"": ""Blenderbot""}, {""reply"": ""I can't see your texts"", ""bot_name"": ""DialoGPT""}, {""reply"": ""i'm good. just got back from a long day at work. how are you?"", ""bot_name"": ""Blenderbot""}, {""reply"": ""i'm sorry to hear that. i can't see them either. are you able to see them?"", ""bot_name"": ""Blenderbot""}]}, {""message"": ""I can see your texts"", ""senderID"": 1, ""createdAt"": 1616879557014, ""botSuggestions"": []}]";"[]";"[]";"2021-03-27 21:13:21";"2021-03-27 21:13:21"
15;8;9;"[{""message"": ""Hello"", ""senderID"": 8, ""createdAt"": 1616879028412, ""botSuggestions"": []}, {""message"": ""Hi Eve!"", ""senderID"": 8, ""createdAt"": 1616879038827, ""botSuggestions"": []}, {""message"": ""Hi"", ""senderID"": 9, ""createdAt"": 1616879042628, ""botSuggestions"": []}, {""message"": ""F U"", ""senderID"": 8, ""createdAt"": 1616879044215, ""botSuggestions"": [{""reply"": ""Hiya"", ""bot_name"": ""DialoGPT""}]}, {""message"": ""DA"", ""senderID"": 8, ""createdAt"": 1616879050974, ""botSuggestions"": [{""reply"": ""hi, how are you today? i just got back from a long day at the office."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""Go make Maggi!"", ""senderID"": 8, ""createdAt"": 1616879057795, ""botSuggestions"": []}, {""message"": ""Don't spend 59893 hours on the phone"", ""senderID"": 8, ""createdAt"": 1616879071988, ""botSuggestions"": []}, {""message"": ""In the process"", ""senderID"": 9, ""createdAt"": 1616879076011, ""botSuggestions"": []}, {""message"": ""what are you going to do in the process? i'm not sure what i want to do yet."", ""senderID"": 8, ""createdAt"": 1616879115125, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": []}, {""message"": ""I'm not. I'm just curious."", ""senderID"": 9, ""createdAt"": 1616879116972, ""botSuggestions"": []}, {""message"": ""i'm not either. i don't know what i'd do without her."", ""senderID"": 8, ""createdAt"": 1616879144121, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": []}, {""message"": ""Do you like crime patrol "", ""senderID"": 9, ""createdAt"": 1616879166430, ""botSuggestions"": []}, {""message"": ""I like them, but I don't like them as much as I like the police."", ""senderID"": 8, ""createdAt"": 1616879236046, ""nameOfBot"": ""DialoGPT"", ""botSuggestions"": []}, {""message"": ""Execute order 66"", ""senderID"": 8, ""createdAt"": 1616879256506, ""botSuggestions"": []}, {""message"": ""I know what you mean. I'm not sure what I'd do without her."", ""senderID"": 9, ""createdAt"": 1616879296683, ""botSuggestions"": []}, {""message"": ""Hello There"", ""senderID"": 8, ""createdAt"": 1616879310138, ""botSuggestions"": [{""reply"": ""I know what you mean. I'm not sure what I'd do without her.I'm not sure what I'd do without her.I'm not sure what I'd do without her."", ""bot_name"": ""DialoGPT""}]}]";"[]";"[]";"2021-03-27 21:14:13";"2021-03-27 21:14:13"
16;1;10;"[{""message"": ""Hey"", ""senderID"": 1, ""createdAt"": 1616880244899, ""botSuggestions"": []}, {""message"": ""How are you?"", ""senderID"": 1, ""createdAt"": 1616880272959, ""botSuggestions"": []}, {""message"": ""I am in Aus at the moment for a business trip...."", ""senderID"": 10, ""createdAt"": 1616880291145, ""botSuggestions"": []}, {""message"": ""that's cool. what kind of business are you going to do in austrailia?"", ""senderID"": 1, ""createdAt"": 1616880308698, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": []}, {""message"": ""So it's a morning for me haha"", ""senderID"": 10, ""createdAt"": 1616880311200, ""botSuggestions"": []}, {""message"": ""That's nice"", ""senderID"": 1, ""createdAt"": 1616880333892, ""botSuggestions"": []}, {""message"": ""Yeah, it's lovely"", ""senderID"": 10, ""createdAt"": 1616880336196, ""botSuggestions"": []}, {""message"": ""I'm in US"", ""senderID"": 1, ""createdAt"": 1616880341284, ""botSuggestions"": [{""reply"": ""I'm glad you like it."", ""bot_name"": ""DialoGPT""}]}, {""message"": ""How's the weather?"", ""senderID"": 1, ""createdAt"": 1616880347290, ""botSuggestions"": [{""reply"": ""it really is. i can't believe it's been so long since i've seen it."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""I guessed "", ""senderID"": 10, ""createdAt"": 1616880368653, ""botSuggestions"": [{""reply"": ""it really is. i can't believe it's been so long since i've seen it."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""Are you in Chicago as well? "", ""senderID"": 10, ""createdAt"": 1616880380940, ""botSuggestions"": [{""reply"": ""I guessed"", ""bot_name"": ""DialoGPT""}, {""reply"": ""i did too! i was so happy when i found out that it was my first time."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""Yes I am"", ""senderID"": 1, ""createdAt"": 1616880391695, ""botSuggestions"": []}, {""message"": ""And I am guessing again that you know Tejas?"", ""senderID"": 10, ""createdAt"": 1616880393040, ""botSuggestions"": []}, {""message"": ""I know Tejas, yes."", ""senderID"": 1, ""createdAt"": 1616880409002, ""nameOfBot"": ""DialoGPT"", ""botSuggestions"": []}, {""message"": ""The weather's been okay. "", ""senderID"": 10, ""createdAt"": 1616880430406, ""botSuggestions"": []}, {""message"": ""What are your interests?"", ""senderID"": 1, ""createdAt"": 1616880433502, ""botSuggestions"": [{""reply"": ""I'm in the middle of a thunderstorm."", ""bot_name"": ""DialoGPT""}]}, {""message"": ""19 degree celsius"", ""senderID"": 10, ""createdAt"": 1616880440140, ""botSuggestions"": [{""reply"": ""I'm in the middle of a thunderstorm."", ""bot_name"": ""DialoGPT""}]}, {""message"": ""i like to read and play video games. i'm not very good at it though."", ""senderID"": 10, ""createdAt"": 1616880455500, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": [{""reply"": ""that's good to hear. what do you like to do for fun in your spare time?"", ""bot_name"": ""Blenderbot""}, {""reply"": ""I'm not sure what you mean by that."", ""bot_name"": ""DialoGPT""}, {""reply"": ""have you ever been to florida? that's where i live. it's hot here."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""what kind of video games do you like to play? i'm not very good at it either."", ""senderID"": 1, ""createdAt"": 1616880466569, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": []}, {""message"": ""Do you know today is a big indian festival?"", ""senderID"": 10, ""createdAt"": 1616880475676, ""botSuggestions"": []}, {""message"": ""I like to play a lot of games. I like to play games like Diablo, League of Legends, and Overwatch."", ""senderID"": 10, ""createdAt"": 1616880495536, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": [{""reply"": ""no i don't know much about indian festivals. what's the name of it?"", ""bot_name"": ""Blenderbot""}, {""reply"": ""I know it's a big festival, but I don't know if it's the biggest."", ""bot_name"": ""DialoGPT""}]}, {""message"": ""no i don't know much about indian festivals. what's the name of it?"", ""senderID"": 1, ""createdAt"": 1616880498497, ""botSuggestions"": [{""reply"": ""i've never played league of legends, but i know it's a great game. what's your favorite character?"", ""bot_name"": ""Blenderbot""}]}, {""message"": ""Holi - Festivals of color"", ""senderID"": 10, ""createdAt"": 1616880511925, ""botSuggestions"": [{""reply"": ""i've never played league of legends, but i know it's a great game. what's your favorite character?"", ""bot_name"": ""Blenderbot""}]}, {""message"": ""have you ever been to a holi festival? it's a festival in which a group of people attend a festival."", ""senderID"": 1, ""createdAt"": 1616880536460, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": []}, {""message"": ""What do you do for a living?"", ""senderID"": 1, ""createdAt"": 1616880602624, ""botSuggestions"": []}]";"[{""Status"": ""up"", ""CreatedAt"": 1616880474567}, {""Status"": ""up"", ""CreatedAt"": 1616880539187}]";"[{""Status"": ""up"", ""CreatedAt"": 1616880475815}, {""Status"": ""up"", ""CreatedAt"": 1616880542147}]";"2021-03-27 21:30:23";"2021-03-27 21:30:23"
17;1;0;"[]";"[]";"[]";"2021-03-27 21:34:37";"2021-03-27 21:34:37"
18;1;0;"[]";"[]";"[]";"2021-03-27 21:34:43";"2021-03-27 21:34:43"
19;1;0;"[]";"[]";"[]";"2021-03-27 21:35:10";"2021-03-27 21:35:10"
20;1;11;"[{""message"": ""Hi there"", ""senderID"": 1, ""createdAt"": 1616884344978, ""botSuggestions"": []}, {""message"": ""How's it going?"", ""senderID"": 1, ""createdAt"": 1616884369761, ""botSuggestions"": []}]";"[]";"[]";"2021-03-27 22:33:33";"2021-03-27 22:33:33"
21;12;1;"[]";"[]";"[]";"2021-03-28 01:37:02";"2021-03-28 01:37:02"
22;13;1;"[{""message"": ""Hi"", ""senderID"": 13, ""createdAt"": 1616901438096, ""botSuggestions"": []}]";"[]";"[]";"2021-03-28 03:17:42";"2021-03-28 03:17:42"
23;4;0;"[]";"[]";"[]";"2021-03-28 10:02:22";"2021-03-28 10:02:22"
24;1;0;"[]";"[]";"[]";"2021-03-28 18:17:54";"2021-03-28 18:17:54"
25;16;1;"[{""message"": ""I am bit exhausted, I have become a couch potato since laid off"", ""senderID"": 16, ""createdAt"": 1616957829670, ""botSuggestions"": []}]";"[]";"[]";"2021-03-28 18:57:49";"2021-03-28 18:57:49"
26;16;1;"[{""message"": ""Hey"", ""senderID"": 1, ""createdAt"": 1616957978646, ""botSuggestions"": []}, {""message"": ""How are you?"", ""senderID"": 1, ""createdAt"": 1616957998702, ""botSuggestions"": [{""reply"": ""Hey, how are you?"", ""bot_name"": ""DialoGPT""}, {""reply"": ""hello, how are you today? i just got back from a long day at the office."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""i'm good. just got back from a long day at work. how are you?"", ""senderID"": 16, ""createdAt"": 1616958016928, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": []}, {""message"": ""I'm good. Just woke up."", ""senderID"": 1, ""createdAt"": 1616958032429, ""botSuggestions"": []}, {""message"": ""that's good to hear. what are you going to do with the rest of your day?"", ""senderID"": 16, ""createdAt"": 1616958050377, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": []}, {""message"": ""i'm going to go for a walk. i've never been so bored in my life."", ""senderID"": 1, ""createdAt"": 1616958063902, ""botSuggestions"": []}, {""message"": ""same here, I am exhausted "", ""senderID"": 16, ""createdAt"": 1616958087813, ""botSuggestions"": []}, {""message"": ""What do you do for fun?"", ""senderID"": 1, ""createdAt"": 1616958101306, ""botSuggestions"": []}, {""message"": ""We are making a plan for millennium park today "", ""senderID"": 16, ""createdAt"": 1616958112118, ""botSuggestions"": [{""reply"": ""i like to play video games and watch netflix. do you play any video games?"", ""bot_name"": ""Blenderbot""}]}, {""message"": ""are you able to join?"", ""senderID"": 16, ""createdAt"": 1616958118533, ""botSuggestions"": []}, {""message"": ""ISA flash mob is there"", ""senderID"": 16, ""createdAt"": 1616958132982, ""botSuggestions"": []}, {""message"": ""that sounds like a lot of fun. what kind of plans are you going to have there?"", ""senderID"": 1, ""createdAt"": 1616958134813, ""botSuggestions"": []}, {""message"": ""I'm planning to stay at home and watch some anime"", ""senderID"": 1, ""createdAt"": 1616958179333, ""botSuggestions"": []}, {""message"": ""just going to attend flash mob & will get some sight seeing"", ""senderID"": 16, ""createdAt"": 1616958179388, ""botSuggestions"": []}, {""message"": ""That sounds fun"", ""senderID"": 1, ""createdAt"": 1616958192009, ""botSuggestions"": []}, {""message"": ""cool "", ""senderID"": 16, ""createdAt"": 1616958193683, ""botSuggestions"": []}, {""message"": ""yes.."", ""senderID"": 16, ""createdAt"": 1616958197071, ""botSuggestions"": []}, {""message"": ""Do you like star wars?"", ""senderID"": 1, ""createdAt"": 1616958202269, ""botSuggestions"": []}, {""message"": ""but this app seems require attention."", ""senderID"": 16, ""createdAt"": 1616958211459, ""botSuggestions"": [{""reply"": ""I'm planning to stay at home and watch some anime"", ""bot_name"": ""DialoGPT""}, {""reply"": ""that sounds like fun. what kind of anime are you watching? i've never watched anime."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""Its not quick to comprehend"", ""senderID"": 16, ""createdAt"": 1616958224253, ""botSuggestions"": []}, {""message"": ""I guess"", ""senderID"": 16, ""createdAt"": 1616958228205, ""botSuggestions"": [{""reply"": ""I like Star Wars."", ""bot_name"": ""DialoGPT""}]}, {""message"": ""I like Star Wars."", ""senderID"": 16, ""createdAt"": 1616958241180, ""nameOfBot"": ""DialoGPT"", ""botSuggestions"": [{""reply"": ""it was a lot of fun. i think i'm going to do it again soon."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""it was a lot of fun. i think i'm going to do it again soon."", ""senderID"": 16, ""createdAt"": 1616958248868, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": [{""reply"": ""i love star wars! it's my favorite franchise of all time. what about you?"", ""bot_name"": ""Blenderbot""}]}, {""message"": ""Yes the prediction takes time since the university is low on funding"", ""senderID"": 1, ""createdAt"": 1616958260682, ""botSuggestions"": [{""reply"": ""i love star wars! it's my favorite franchise of all time. what about you?"", ""bot_name"": ""Blenderbot""}]}, {""message"": ""So you made it."", ""senderID"": 16, ""createdAt"": 1616958272229, ""botSuggestions"": []}, {""message"": ""thats great"", ""senderID"": 16, ""createdAt"": 1616958277485, ""botSuggestions"": []}, {""message"": ""Thank you"", ""senderID"": 1, ""createdAt"": 1616958283677, ""botSuggestions"": []}, {""message"": ""awesome"", ""senderID"": 16, ""createdAt"": 1616958288799, ""botSuggestions"": [{""reply"": ""I know, but it's still a good idea."", ""bot_name"": ""DialoGPT""}, {""reply"": ""You're welcome"", ""bot_name"": ""DialoGPT""}]}, {""message"": ""I also created nlp based chatbot earlier"", ""senderID"": 16, ""createdAt"": 1616958298973, ""botSuggestions"": []}, {""message"": ""2 years back"", ""senderID"": 16, ""createdAt"": 1616958302650, ""botSuggestions"": [{""reply"": ""that's true. i'm not sure if i'll be able to get in."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""see you"", ""senderID"": 16, ""createdAt"": 1616958317708, ""botSuggestions"": []}, {""message"": ""Recommend it to your friends and help me gather data"", ""senderID"": 1, ""createdAt"": 1616958326004, ""botSuggestions"": []}, {""message"": ""sure"", ""senderID"": 16, ""createdAt"": 1616958332407, ""botSuggestions"": []}]";"[{""Status"": ""up"", ""CreatedAt"": 1616958054199}]";"[{""Status"": ""up"", ""CreatedAt"": 1616958056700}]";"2021-03-28 19:05:57";"2021-03-28 19:05:57"
